SiteNumber,SiteLongit,SiteLatitu,slo,wti,accumulati,Dis_Sea,Slope_degr,TWI,curv,curv_profi,Area,handMean,Altitude,imp,Dis_storm,Soil_Point,Soil_Mean,Rain_MAX,Rain_Mean,Wind_MAX,Wind_Mean,Wind_Point,Rain_Point,Tide_Mean,Tide_Point,RiverDisMn,Mean_Gage_height,Slope-Invariability,Max_Gage_height
1403540,-74.451389,40.636389,5.31974,-4.93746,177404,0.235379,10.7025,13.746931,5660320,-12495300000.0,13990600,37.6049,162.24,10.7459,0.439732,0.396028,0.394658,6.897532,6.795531,56.700497,56.530981,56.7005,6.77986,4.153304,4.15371,43378.05831,9.962917,1.108204175,16.39
1403570,-74.436111,40.621944,5.35683,-4.89501,227262,0.214393,1.94454,15.687648,38949700,8225310000.0,17668100,36.36,71.69,12.2372,0.420671,0.385408,0.394631,6.897532,6.804378,56.727184,56.563681,56.7272,6.84861,4.157494,4.17012,43119.22892,1.444479,1.374755509,8.36
1403600,-74.4575,40.601944,4.55165,-4.66709,338015,0.21998,8.66617,14.605439,64052400,-38420200000.0,27226300,28.2923,43.85,14.5206,0.434637,0.385408,0.392968,6.97228,6.82507,56.990108,56.656168,57.1895,6.68415,4.169793,4.13482,42095.24824,0.979375,1.321283917,10.76
1403900,-74.507778,40.585,4.1498,-4.48708,558514,0.256839,2.38489,16.387804,81674896,-2670980000.0,44996400,25.3656,26.52,0.0,0.476977,0.385408,0.390054,6.97228,6.73941,57.326488,56.836415,57.2898,6.4711,4.137988,4.04687,41665.94029,1.864583,1.273685937,14.01
1393450,-74.221944,40.675,2.15177,-4.18803,612733,0.158412,1.0022,17.316022,135832000,-259442000.0,43865800,15.1279,0.0,22.1498,0.234274,0.335833,0.335833,8.489307,8.163031,59.670849,57.938469,59.6708,8.48931,4.44371,4.48819,34148.57112,13.319792,1.284606136,22.62
1394620,-74.313056,40.673056,3.9708,-4.61375,1008720,0.187282,3.54919,16.588426,138286000,16697400000.0,78733000,33.5803,57.16,18.5775,0.320093,0.335833,0.335833,8.034162,7.738335,57.030865,55.02501,57.0348,7.59034,4.365803,4.37924,33089.80885,3.471979,1.097456907,14.42
1395000,-74.283333,40.618889,3.42729,-4.48359,1307430,0.126617,4.63776,16.58313,151830000,24504900000.0,104632000,27.3975,8.77,19.2181,0.274767,0.337529,0.335848,8.034162,7.687025,58.255753,55.620352,58.0578,7.51005,4.367246,4.42246,31945.30063,1.67125,1.08289558,12.1
1396000,-74.299722,40.605833,1.93261,-4.16571,681185,0.119952,4.91774,15.872952,166291008,-10429600000.0,54881000,11.4603,19.99,18.6286,0.286186,0.337529,0.343208,7.472064,7.179506,57.808594,57.385683,58.0578,7.51005,4.308453,4.3905,38339.3113,4.071667,1.368108666,6.56
1398500,-74.636111,40.708333,5.61909,-4.75143,890918,0.427844,15.7807,14.960171,92781000,-15667100000.0,68748200,45.9387,224.49,5.10195,0.637726,0.418291,0.407159,6.769682,6.596093,54.947929,53.276901,55.3289,6.41163,3.980688,3.95089,47043.91493,2.275833,1.264137313,6.84
1399500,-74.730278,40.7275,4.36498,-4.07214,1150020,0.519197,21.7966,14.869327,87170800,12886600000.0,91331700,34.5154,284.14,5.87746,0.733121,0.418291,0.408768,6.999775,6.641523,54.26506,51.084032,54.7741,6.26658,3.925842,3.85262,49519.19091,2.055,0.791464877,4.84
1381400,-74.511944,40.812222,5.92019,-4.94357,453203,0.406308,0.230364,18.318295,125505000,-2298050000.0,36284600,51.1743,310.0,5.63701,0.554189,0.396028,0.396028,6.875946,6.781355,53.840488,53.269182,53.5036,6.94318,4.068485,4.109,45426.88253,2.257708,1.631712754,10.42
1381500,-74.456944,40.807222,5.48079,-4.829,875333,0.372005,1.37353,17.372151,122460000,-1331540000.0,67403700,47.2128,260.01,9.81437,0.501736,0.396028,0.396028,7.171112,6.89782,53.843388,53.274405,53.1103,7.20526,4.100271,4.17973,42166.61805,2.368438,1.298498412,9.58
1379500,-74.389722,40.726111,3.22931,-4.21614,3188470,0.268472,2.55402,18.062776,107938000,11199900000.0,256255000,21.5189,193.51,9.17595,0.409603,0.396028,0.395257,7.343696,6.790659,56.665371,55.315064,54.8623,7.25679,4.102461,4.26475,36489.84586,4.444375,1.275240638,7.76
1381800,-74.347222,40.845,3.75986,-4.3485,4402280,0.361248,7.82132,17.275515,115882000,19172300000.0,178900000,29.774,162.0,12.7569,0.418679,0.335833,0.391379,8.138984,7.224817,53.843388,52.463991,48.4544,8.13898,4.164657,4.28013,36653.89089,5.071042,1.191002972,11.27
1381900,-74.321667,40.8625,4.24951,-4.43128,11305300,0.368773,4.05726,18.872828,167467008,-18876100000.0,907671000,28.6594,149.26,10.1345,0.403075,0.335833,0.384575,8.491754,7.153714,56.665371,52.434838,46.838,8.37736,4.146927,4.28497,27730.50761,16.495833,1.249688688,23.99
1389492,-74.234444,40.884444,5.6257,-4.63966,24636700,0.337405,5.95391,19.270775,269831008,45268200.0,1974090000,37.9929,150.0,7.95821,0.333643,0.356143,0.385213,8.636816,7.052346,56.665371,52.475958,47.0849,8.36824,4.175605,4.3185,19949.845,9.354688,1.149410837,13.96
1389500,-74.226111,40.884722,5.62551,-4.6396,24645500,0.333236,14.0604,18.400624,269804000,-40499400000.0,1974510000,37.988,120.0,7.96106,0.326231,0.356143,0.385206,8.636816,7.052346,56.665371,52.475958,48.6092,8.16994,4.175605,4.3185,19949.74467,3.136771,1.149560723,13.95
1389534,-74.235556,40.845,4.2305,-4.78582,183720,0.305551,1.21822,15.925901,98391200,3314980000.0,13662200,35.6851,300.08,18.7558,0.317762,0.335833,0.335833,8.26594,8.17467,51.045181,49.473248,48.2457,8.26594,4.35357,4.35029,36765.22737,0.113646,1.211101344,5.32
1389550,-74.222222,40.871944,4.35681,-4.75968,296400,0.320314,5.4446,14.939614,96257504,37070900000.0,22115600,35.1442,165.69,17.6604,0.317246,0.335833,0.335833,8.34628,8.185811,51.045181,49.170803,48.6092,8.16994,4.348578,4.32846,35838.30133,1.004479,0.981270409,9.16
1393890,-74.270556,40.734722,4.08982,-4.70631,179197,0.231619,6.52033,14.256502,75576800,39845100000.0,13624200,42.4505,114.6,22.2632,0.302184,0.335833,0.335833,7.984476,7.959477,56.053814,54.535941,55.3821,7.89417,4.396808,4.4011,35998.28272,2.310417,1.229117859,8.62
