SiteNumber,SiteLongit,SiteLatitu,slo,wti,accumulati,Dis_Sea,Slope_degr,TWI,curv,curv_profi,Area,handMean,Altitude,imp,Dis_storm,Soil_Point,Soil_Mean,Rain_MAX,Rain_Mean,Wind_MAX,Wind_Mean,Wind_Point,Rain_Point,Tide_Mean,Tide_Point,RiverDisMn,Mean_Gage_height,Slope-Invariability,Max_Gage_height
1397000,-74.868056,40.572222,4.70213,-4.33715,4716190,0.603154,1.00921,19.350253,59753500,3672630000.0,378085000,43.0579,125.01,4.09908,0.54143,0.428718,0.426286,0.011977,0.008487,28.046759,27.700607,27.8757,0.010073,1.942979,2.09622,51555.58413,4.524583,0.832595304,14.99
1398102,-74.696389,40.546944,4.15254,-4.41946,8642640,0.429636,5.13839,18.369961,43672800,-26336100000.0,664301000,36.4756,45.54,4.57315,0.469964,0.428718,0.428705,0.011977,0.008367,28.173134,27.656097,28.1359,0.00476,2.010922,1.72021,47084.64302,3.993191,0.932697163,22.4
1399100,-74.681667,40.649444,3.53836,-4.60594,2032500,0.442174,1.61953,18.055844,41001400,707714000.0,17784000,23.1301,95.0,2.52859,0.564476,0.42379,0.42379,0.006185,0.00304,28.187325,28.108182,28.0355,0.000919,1.603944,1.60501,54059.30897,7.688854,1.427870724,12.75
1399670,-74.773611,40.619444,4.42242,-2.97483,568744,0.520064,2.47402,16.370066,52671300,3199200000.0,44569500,32.3137,121.5,5.11186,0.560889,0.428718,0.425582,0.008919,0.00714,28.115614,28.070949,28.1125,0.00633,1.916797,1.83126,62358.85941,3.456667,1.380463273,9.99
1399780,-74.686667,40.634722,4.37981,-4.1662,5514160,0.441608,7.32253,17.566884,65785500,8345810000.0,278343000,34.7208,70.0,3.91639,0.551693,0.42379,0.421546,0.018202,0.007405,28.172489,27.960382,28.0204,0.00054,1.707318,1.649,46382.01797,4.941562,0.979076085,16.79
1399830,-74.673889,40.6,4.56669,-4.36721,5873410,0.418765,3.73645,18.299421,73268400,497689000.0,469168000,36.425,56.94,4.24609,0.514797,0.428718,0.423218,0.020701,0.007566,28.769348,28.071258,28.034,0.000809,1.629771,1.64054,43132.9729,4.954896,1.317460928,21.12
1400000,-74.679167,40.570556,4.43732,-4.37191,6327900,0.416809,10.923,17.300448,70394200,10213300000.0,507000000,35.0443,50.43,5.07383,0.487935,0.428718,0.423627,0.020701,0.007207,28.769348,28.071889,28.1064,0.002868,1.637835,1.66883,42921.79775,4.185937,1.301621022,19.5
1400010,-74.6875,40.556667,4.42336,-4.37158,15010600,0.422386,9.40288,18.316423,69923904,41565000000.0,511449000,34.8823,46.03,5.19863,0.47687,0.428718,0.423672,0.020701,0.007169,28.769348,28.072296,28.1255,0.003793,1.6383,1.72021,42839.62197,3.337708,1.2837785,20.2
1400360,-74.615833,40.575,2.90127,-4.42645,242482,0.356165,0.418996,17.188619,72372200,-758577000.0,19042400,19.8407,42.5,23.126,0.47481,0.430111,0.429146,0.00492,0.002583,28.267019,28.133439,28.26,0.00492,1.545287,1.53034,52624.6885,4.000833,1.666863053,13.16
1403150,-74.590833,40.612222,3.74317,-4.60384,123125,0.344013,2.43377,14.855884,106871000,-2095680000.0,5453700,33.2939,240.48,5.39012,0.503732,0.430111,0.429854,0.006937,0.005391,28.394918,28.301048,28.3986,0.006956,1.477228,1.46301,51726.07387,3.422674,1.139193065,5.59
1379000,-74.528889,40.68,3.22512,-4.17799,1753030,0.323183,26.2829,15.080338,106927000,-2228590000.0,140703000,19.895,215.6,4.61492,0.551884,0.428673,0.428673,0.038101,0.02593,30.40579,29.420631,29.0851,0.018567,1.254768,1.31267,39007.56944,5.452292,1.387520691,8.86
1400500,-74.582778,40.555556,4.16059,-4.39096,15809200,0.319436,0.952553,20.614442,56672900,-693013000.0,1272270000,34.4307,20.61,5.64504,0.447032,0.430111,0.426707,0.020701,0.007653,28.769348,27.866195,28.6215,0.010692,1.835356,1.47573,41144.79725,5.517083,1.310966839,27.66
1402540,-74.588333,40.529722,2.0728,-4.02268,7330140,0.32023,1.69474,19.294672,117985000,4813200000.0,550519000,14.7176,21.9,12.2573,0.423719,0.430111,0.391667,0.036658,0.01866,30.554739,28.723627,28.6321,0.011527,1.681171,1.52362,49412.74349,3.224792,1.076756992,23.75
1403060,-74.548333,40.551111,3.48321,-4.27331,23365900,0.284881,10.5514,18.642008,77690096,-56124000000.0,1879840000,27.9394,0.0,8.14743,0.433296,0.430111,0.41656,0.036658,0.010952,30.554739,28.135359,28.9341,0.015125,1.782389,1.40925,36676.43616,19.176562,1.057932967,42.13
1403200,-74.548889,40.560833,4.82085,-4.7828,550403,0.287833,1.21914,17.022417,133331000,-4702150000.0,43753600,34.4734,20.47,8.64071,0.442797,0.430111,0.430022,0.024643,0.013788,29.674604,28.872994,28.9107,0.014687,1.378533,1.39729,45955.2483,7.739792,1.133947547,20.66
1403400,-74.403889,40.666111,5.53361,-4.90025,205673,0.224583,10.6312,13.901594,103486000,-9595960000.0,16555600,34.0803,184.44,9.71671,0.50419,0.428673,0.419256,0.041129,0.037528,31.193102,30.709815,30.7204,0.038016,1.077475,1.08975,39150.72797,3.078229,0.742391071,6.54
1403540,-74.451389,40.636389,5.31974,-4.93746,177404,0.235379,10.7025,13.746931,5660320,-12495300000.0,13990600,37.6049,162.24,6.56742,0.48866,0.428673,0.428869,0.033011,0.028793,30.413385,30.016603,30.0442,0.02906,1.183325,1.18011,43378.05831,11.042292,1.108204175,13.77
1403570,-74.436111,40.621944,5.35683,-4.89501,227262,0.214393,1.94454,15.687648,38949700,8225310000.0,17668100,36.36,71.69,11.5435,0.470574,0.430111,0.428866,0.033011,0.029478,30.437004,30.087391,30.3077,0.031519,1.17801,1.15683,43119.22892,2.282235,1.374755509,6.52
1403600,-74.4575,40.601944,4.55165,-4.66709,338015,0.21998,8.66617,14.605439,64052400,-38420200000.0,27226300,28.2923,43.85,18.5692,0.45722,0.430111,0.429105,0.037047,0.030537,30.670837,30.190572,30.0629,0.028765,1.163046,1.19274,42095.24824,2.914479,1.321283917,11.86
1403900,-74.507778,40.585,4.1498,-4.48708,558514,0.256839,2.38489,16.387804,81674896,-2670980000.0,44996400,25.3656,26.52,22.5995,0.45474,0.430111,0.429503,0.037047,0.028532,30.670837,30.028949,29.3189,0.019906,1.193887,1.29174,41665.94029,3.097292,1.273685937,14.11
