SiteNumber,SiteLongit,SiteLatitu,slo,wti,accumulati,Dis_Sea,Slope_degr,TWI,curv,curv_profi,Area,handMean,Altitude,imp,Dis_storm,Soil_Point,Soil_Mean,Rain_MAX,Rain_Mean,Wind_MAX,Wind_Mean,Wind_Point,Rain_Point,Tide_Mean,Tide_Point,RiverDisMn,Mean_Gage_height,Slope-Invariability,Max_Gage_height
1406050,-74.348889,40.415,2.20881,-4.22015,521492,0.099543,1.12956,17.041245,149492000,0.0,40889400,11.6445,1.3,11.7026,0.925287,0.332522,0.31951,1.854058,1.780806,74.5933,74.453182,74.313,1.80173,8.206321,8.12271,50944.89722,6.696562,0.996446231,10.73
1407500,-74.115556,40.319722,3.02305,-4.39191,1600450,0.117716,7.9433,16.248117,103169000,23713200000.0,125190000,16.1274,30.0,9.7913,0.905396,0.171924,0.308663,1.932099,1.765714,74.829582,74.668772,74.8296,1.67861,8.195292,8.30618,51178.2011,4.83,1.362800054,5.33
1396500,-74.879167,40.677778,4.67278,-4.06427,2029020,0.63778,14.4386,15.876021,62528700,61700000000.0,162835000,43.9266,282.1,5.80455,1.059625,0.377045,0.376523,2.151985,1.980854,74.19381,73.998465,74.1295,2.15199,7.452281,7.02109,52620.16907,5.926563,0.884866139,6.48
1396582,-74.936944,40.691389,4.50308,-4.63068,402075,0.696982,6.7566,15.029045,61798100,21789400000.0,31578100,45.4951,379.1,3.26839,1.059641,0.377045,0.377248,2.190613,2.148835,74.26284,74.222388,74.2181,2.18877,7.060349,6.95535,66510.04523,2.607604,0.844178155,3.55
1396660,-74.968889,40.6475,5.03464,-4.76113,465465,0.716333,5.11274,15.45351,26855200,18871500000.0,29894900,59.7334,280.25,4.11768,1.009602,0.377045,0.378408,2.256535,2.237145,74.306671,74.249103,74.2023,2.22571,6.747163,6.82111,76006.07983,0.49,1.04502157,1.04
1397000,-74.868056,40.572222,4.70213,-4.33715,4716190,0.603154,1.00921,19.350253,59753500,3672630000.0,378085000,43.0579,125.01,5.13996,0.95942,0.380556,0.379711,2.257989,2.104134,74.306671,74.030608,73.4105,2.18302,7.130282,6.83054,51555.58413,2.512083,0.832595304,2.75
1398102,-74.696389,40.546944,4.15254,-4.41946,8642640,0.429636,5.13839,18.369961,43672800,-26336100000.0,664301000,36.4756,45.54,5.46818,0.974133,0.380556,0.381022,2.257989,2.124034,74.306671,73.302016,73.2706,2.06936,6.967176,7.2368,47084.64302,2.001354,0.932697163,3.7
1399100,-74.681667,40.649444,3.53836,-4.60594,2032500,0.442174,1.61953,18.055844,41001400,707714000.0,17784000,23.1301,95.0,4.0931,1.07728,0.378161,0.378161,1.99271,1.968706,73.9804,73.9431,73.8594,1.98523,7.536548,7.50817,54059.30897,5.800313,1.427870724,7.48
1399670,-74.773611,40.619444,4.42242,-2.97483,568744,0.520064,2.47402,16.370066,52671300,3199200000.0,44569500,32.3137,121.5,4.37607,1.027019,0.380556,0.378992,2.158566,2.13092,74.010155,73.806644,73.6271,2.10102,7.07268,7.15856,62358.85941,1.783646,1.380463273,2.52
1399780,-74.686667,40.634722,4.37981,-4.1662,5514160,0.441608,7.32253,17.566884,65785500,8345810000.0,278343000,34.7208,70.0,4.38077,1.061804,0.378161,0.374838,2.158566,2.001557,74.128662,73.905688,73.7714,2.01961,7.409671,7.42547,46382.01797,2.786563,0.979076085,3.88
1399830,-74.673889,40.6,4.56669,-4.36721,5873410,0.418765,3.73645,18.299421,73268400,497689000.0,469168000,36.425,56.94,5.0549,1.030931,0.380556,0.374872,2.158566,1.953792,74.128662,73.908576,73.5969,2.02712,7.530128,7.40888,43132.9729,3.108437,1.317460928,4.34
1400000,-74.679167,40.570556,4.43732,-4.37191,6327900,0.416809,10.923,17.300448,70394200,10213300000.0,507000000,35.0443,50.43,5.58212,1.001061,0.380556,0.3753,2.158566,1.963146,74.128662,73.877388,73.4731,2.04051,7.509856,7.3312,42921.79775,2.646458,1.301621022,3.39
1400010,-74.6875,40.556667,4.42336,-4.37158,15010600,0.422386,9.40288,18.316423,69923904,41565000000.0,511449000,34.8823,46.03,5.65381,0.985633,0.380556,0.375342,2.158566,1.96363,74.128662,73.874862,73.2706,2.06936,7.507896,7.2368,42839.62197,1.557708,1.2837785,2.73
1400360,-74.615833,40.575,2.90127,-4.42645,242482,0.356165,0.418996,17.188619,72372200,-758577000.0,19042400,19.8407,42.5,17.9253,1.019893,0.366273,0.375371,1.986582,1.967461,73.800758,73.743092,73.6368,1.98091,7.564551,7.55961,52624.6885,1.444271,1.666863053,3.5
1403150,-74.590833,40.612222,3.74317,-4.60384,123125,0.344013,2.43377,14.855884,106871000,-2095680000.0,5453700,33.2939,240.48,9.39888,1.061852,0.366273,0.366526,1.923585,1.91512,73.889572,73.864098,73.8782,1.89796,7.699517,7.73102,51726.07387,1.78,1.139193065,2.97
1379000,-74.528889,40.68,3.22512,-4.17799,1753030,0.323183,26.2829,15.080338,106927000,-2228590000.0,140703000,19.895,215.6,6.63572,1.142016,0.367662,0.367662,1.787232,1.657293,74.140373,73.96004,74.0185,1.74322,8.245804,8.08403,39007.56944,4.722292,1.387520691,4.97
1400500,-74.582778,40.555556,4.16059,-4.39096,15809200,0.319436,0.952553,20.614442,56672900,-693013000.0,1272270000,34.4307,20.61,6.02194,1.008537,0.366273,0.378425,2.257989,2.053652,74.306671,73.543444,73.675,1.95279,7.213249,7.64313,41144.79725,4.1075,1.310966839,5.17
1402540,-74.588333,40.529722,2.0728,-4.02268,7330140,0.32023,1.69474,19.294672,117985000,4813200000.0,550519000,14.7176,21.9,9.12831,0.982117,0.366273,0.324855,2.314406,2.133665,73.723267,72.375468,73.5809,1.97153,6.977214,7.53429,49412.74349,1.273021,1.076756992,4.43
1403060,-74.548333,40.551111,3.48321,-4.27331,23365900,0.284881,10.5514,18.642008,77690096,-56124000000.0,1879840000,27.9394,0.0,7.20473,1.012099,0.366273,0.362708,2.314406,2.076214,74.306671,73.190769,73.8177,1.90214,7.149258,7.77604,36676.43616,16.714271,1.057932967,18.77
1403200,-74.548889,40.560833,4.82085,-4.7828,550403,0.287833,1.21914,17.022417,133331000,-4702150000.0,43753600,34.4734,20.47,10.2321,1.021436,0.366273,0.366361,1.923585,1.862888,74.103294,73.927783,73.8177,1.90214,7.896735,7.81746,45955.2483,6.089792,1.133947547,7.4
1403400,-74.403889,40.666111,5.53361,-4.90025,205673,0.224583,10.6312,13.901594,103486000,-9595960000.0,16555600,34.0803,184.44,9.9482,1.157126,0.367662,0.357926,1.597497,1.522902,74.475159,74.362291,74.3795,1.53053,8.649791,8.61113,39150.72797,1.19625,0.742391071,1.85
1403540,-74.451389,40.636389,5.31974,-4.93746,177404,0.235379,10.7025,13.746931,5660320,-12495300000.0,13990600,37.6049,162.24,10.7459,1.117314,0.367662,0.367477,1.699689,1.661997,74.257767,74.194769,74.2121,1.66649,8.362991,8.36531,43378.05831,9.91,1.108204175,10.77
1403570,-74.436111,40.621944,5.35683,-4.89501,227262,0.214393,1.94454,15.687648,38949700,8225310000.0,17668100,36.36,71.69,12.2372,1.106753,0.366273,0.367474,1.699689,1.657132,74.27446,74.208051,74.2745,1.63281,8.375399,8.41495,43119.22892,1.389583,1.374755509,2.54
1403600,-74.4575,40.601944,4.55165,-4.66709,338015,0.21998,8.66617,14.605439,64052400,-38420200000.0,27226300,28.2923,43.85,14.5206,1.082386,0.366273,0.367255,1.699689,1.646104,74.346687,74.241907,74.2155,1.68619,8.411656,8.31441,42095.24824,0.68,1.321283917,2.82
1393450,-74.221944,40.675,2.15177,-4.18803,612733,0.158412,1.0022,17.316022,135832000,-259442000.0,43865800,15.1279,0.0,22.1498,1.207452,0.335798,0.335798,1.346587,1.304455,76.97084,75.995121,77.1595,1.315,9.227908,9.34071,34148.57112,13.132917,1.284606136,16.08
1394620,-74.313056,40.673056,3.9708,-4.61375,1008720,0.187282,3.54919,16.588426,138286000,16697400000.0,78733000,33.5803,57.16,18.5775,1.18469,0.335798,0.335798,1.465498,1.337819,75.405495,74.777901,75.1753,1.37964,8.995891,9.02882,33089.80885,3.217083,1.097456907,5.95
1395000,-74.283333,40.618889,3.42729,-4.48359,1307430,0.126617,4.63776,16.58313,151830000,24504900000.0,104632000,27.3975,8.77,19.2181,1.138771,0.332522,0.335768,1.465498,1.350332,75.456398,74.866512,75.3045,1.39856,8.997878,9.1485,31945.30063,1.494375,1.08289558,4.93
